index;time;minutes;hours;location;account;message;spellcheck_msg;cluster;label
29711;2020-04-09 03:00:00;4500;75;<Location with-held due to contract>;Cynthia15H;City EOC  Generanddtors anddnd portanddble lights anddre needed anddt rescue scenes  Tanddke donanddtions to temporanddry logisticanddl banddses estanddblished anddt two community colleges  Thanddnk you;City EOC Generators and portable lights are needed at rescue scenes Take donations to temporary logistical bandages established and two community colleges Thank you;61;POWER
29712;2020-04-09 03:00:00;4500;75;Downtown;Emergency Manager;The city needs generators  shovels  trailers to transport animals  worklights  Please text if you can help;The city needs generators shovels trailers to transport animals worklights Please text if you can help;61;"POWER;TRANSPORTATION"
29721;2020-04-09 03:06:00;4506;75;Scenic Vista;SophistiCat; All these people camped out in the neighborhood  We need police protection;All these people camped out in the neighborhood We need police protection;24;POLICE
29722;2020-04-09 03:06:00;4506;75;Southwest;AttentativeLaskinLight2011;I need volunteers to help at the temporary animal shelter  We are really short staffed right now ;I need volunteers to help at the temporary animal shelter We are really short staffed right now;54;"VOLUNTEERS;ANIMALS"
29744;2020-04-09 03:15:00;4515;75;Downtown;TVHostBrad;Retweeting @ChloeJohnson help needed in Scenic Vista @TwentyOne;Retweeting @ChloeJohnson help needed in Scenic Vista @TwentyOne;34;RESCUE
29796;2020-04-09 03:33:00;4533;75;Weston;ObnoxiousBowlPaul;Looks like I m biking to work today  No way can my car get through that ;Looks like I m biking to work today No way can my car get through that;40;TRANSPORTATION
29904;2020-04-09 04:14:00;4574;76;Broadview;WillieFleetMoore;Looks like I m biking to work today  No way can my car get through that ;Looks like I m biking to work today No way can my car get through that;40;TRANSPORTATION
29913;2020-04-09 04:19:00;4579;76;Cheddarford;CuriousKBowl;Who do I talk to to find out if its safe to be in my house ;Who do I talk to to find out if its safe to be in my house;7;INSPECTION
29934;2020-04-09 04:26:00;4586;76;Scenic Vista;MitchellBird1986;Looks like they are trying to restore power  Hope it doesn t take too long ;Looks like they are trying to restore power Hope it doesn t take too long;40;POWER
29994;2020-04-09 04:42:00;4602;76;Scenic Vista;FamousYelvertonCar;Saw a tree fall on a power line  Just like tat  the lights in my house blinked out  ;Saw a tree fall on a power line Just like tat the lights in my house blinked out;49;POWER
30014;2020-04-09 04:45:00;4605;76;Broadview;FastVBread82;Can t treat a busted arm if there s broken tiles everywhere   We need some help at the hospital ;Can't  treat a dusted arm if there s broken times everywhere he need some help at the hospital;60;MEDICAL
30059;2020-04-09 04:53:00;4613;76;Terrapin Springs;EricFastH;Can t treat a cracked rib if there s stretchers in the parkign lot everywhere   We need some help at the hospital ;Can't treat a cracked rib if there s stretchers in the parking lot everywhere he need some help at the hospital;60;MEDICAL
30121;2020-04-09 05:05:00;4625;77;Downtown;TVHostBrad;If the Fire Department needs help  how can they help us ;If the fire department needs help how can't hey help us;2;FIRE
30129;2020-04-09 05:06:00;4626;77;Northwest;Perna2004;Saw the power line tilted over  That would explain the power outage ;saw the power line tilted over that would explain the power outrage;12;POWER
30173;2020-04-09 05:13:00;4633;77;Cheddarford;TerryMouse97;say male cyclist struck near they something something he it Marfplace with lots of people;say male cycling struck near they something something he it Marfplace with lots of people;6;RESCUE
30283;2020-04-09 05:34:00;4654;77;Scenic Vista;RunsRichterLion;Help  Eustice and I are leaving  trying to find the disaster shelter ;Help Eustice and I are leaving trying to find the disaster shelter;22;SHELTER
30320;2020-04-09 05:40:00;4660;77;Old Town;WatchesCarlisleOctopus;Can t treat a broken foot if there s stuff everywhere everywhere   We need a hospital doctor ;Can't  treat a broken foot if there s stuff everywhere everywhere he need a hospital doctor;60;MEDICAL
30379;2020-04-09 05:54:00;4674;77;Downtown;AldanaLion62;Street outside my house is flooded ;Street outside my house is flooded;14;"FLOODING;TRANSPORTATION"
30390;2020-04-09 05:58:00;4678;77;Southwest;TallSwaffordCandy21;Help  David and I are looking  trying to find the disaster shelter ;Help David and I are looking trying to find the disaster shelter;22;SHELTER
30533;2020-04-09 06:39:00;4719;78;Scenic Vista;ChloeJohnson;My neighbors going to try to drive and chedck up on her office  Asked her to check the shelter too  Please donate animal food and bedding if you have extra  #donate;My neighbors going to try to drive and check up on her office  Asked her to check the shelter too  Please donate animal food and bedding if you have extra  #donate;24;ANIMAL_FOOD
30574;2020-04-09 06:47:00;4727;78;Old Town;LazyPlateMelissa_Weiss;Lines are down  power is out  Great ;Lines are down power is out Great;43;POWER
30608;2020-04-09 06:52:00;4732;78;Southwest;FleetGBread;Reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he anyone anyone it users download the anyone app for more information #MakesItinformation;reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he anyone anyone it users download the anyone pp for more information #MakesItinformation;58;RESCUE
30622;2020-04-09 06:53:00;4733;78;Southton;LovesShavonne_HowardFish;Flood and they someone is now in the scene of the accident who was the owner of the collapsed sewer line;Flood and they someone is now in the scene of the accident who was the owner of the collapsed sewer line;2;FLOODING
30676;2020-04-09 07:02:00;4742;79;Scenic Vista;ObnoxiousSwindellCandy73;Looks like I m biking to work today  No way can my car get through that ;Looks like I m biking to work today No way can my car get through that;40;TRANSPORTATION
30702;2020-04-09 07:07:00;4747;79;Northwest;CuriousCarLevi_Taylor;Volunteers needed to participate in someone he anyone anyone it users download the he app for more information #MakesItVolunteers;Volunteers needed to participate in someone he anyone anyone it users download the he app for more information #MakesItVolunteers;58;"VOLUNTEERS;RESCUE"
30712;2020-04-09 07:09:00;4749;79;Weston;BeverlySmartC;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads;volunteers needed to participate in someone he structural integrity anything failure problems inspection damages defects testing repair they it near anyone involving an overturned vehicle anyone use alternate roads;30;"VOLUNTEERS;INSPECTION"
30740;2020-04-09 07:18:00;4758;79;Broadview;Beverly12B;Looking for a black brown terrier who responds to Mitzy  She got scared ran out of the yard  Please help  #GreatMitzyWonder;Looking for a black brown terrier who responds to Mitzy  She got scared ran out of the yard  Please help  #GreatMitzyWonder;72;RESCUE
30744;2020-04-09 07:19:00;4759;79;Southwest;BusyBallLight72;Could barely make it in to see my mother  There were so many beds in the hallways ;Could barely make it in to see my mother There were so many beds in the hallways;7;MEDICAL
30752;2020-04-09 07:22:00;4762;79;Southwest;Matt_McabeeMouse1984;Volunteers needed to participate in someone he they Himark #GreatVolunteersWaste;Volunteers needed to participate in someone he they Himark #GreatVolunteersWaste;18;"VOLUNTEERS;RESCUE"
30756;2020-04-09 07:23:00;4763;79;Southwest;TallDekanyCandy;The temporary animal shelter by the restaurant s power is out ;The temporary animal shelter by the restaurant s power is out;52;POWER
30775;2020-04-09 07:26:00;4766;79;Scenic Vista;FastFortIcecream;The pharmacy by the Elementary School s power is out ;The pharmacy by the Elementary School s power is out;52;POWER
30838;2020-04-09 07:45:00;4785;79;Scenic Vista;TallSaleadoCouch;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it bound approaching he anyone removed   ag;volunteers needed to participate in someone he structural integrity anything failure problems inspection damages defects testing repair they it bound approaching he anyone removed a;30;"VOLUNTEERS;INSPECTION"
30921;2020-04-09 08:00:00;4800;80;Oak Willow;LovesDavidDog;KRAK TV Officials are worried about food shortages  not just here but across the nation  McDonagh s Foodhas several warehouses which supply grocery stores throughout the City as well as several supermarket chains across the region   We need those roads and bridges open so we can move supplies  said a spokesperson ;KRAK TV Officials are worried about food shortages  not just here but across the nation  McDonagh s Foodhas several warehouses which supply grocery stores throughout the City as well as several supermarket chains across the region   We need those roads and bridges open so we can move supplies  said a spokesperson ;61;FOOD
30932;2020-04-09 08:00:00;4800;80;Oak Willow;Zeke;I work for McDonagh Foods  our supply trucks can t get from the warehouses to the grocery stores  And  our supply has been cut off due to the bridges being closed  We need to get these roads clear and bridges open ;I work for McDonagh Foods  our supply trucks can t get from the warehouses to the grocery stores  And  our supply has been cut off due to the bridges being closed  We need to get these roads clear and bridges open;50;TRANSPORTATION
30953;2020-04-09 08:04:00;4804;80;Safe Town;FieldEngineerPhillipCarter;People need water  food and electricity  #FTWandWaste;People need water food and electricity #FTWandWaste;41;"WATER;FOOD;POWER"
30954;2020-04-09 08:04:00;4804;80;Downtown;TVHostBrad;The government needs to prioritize food and water;The government needs to prioritize food and water;41;"FOOD;WATER"
31001;2020-04-09 08:09:00;4809;80;Downtown;TVHostBrad;prices are going up and there is not help from the government for people in need of food and water;prices are going up and there is not help from the government for people in need of food and water;41;"FOOD;WATER"
31010;2020-04-09 08:11:00;4811;80;Cheddarford;JohnWhale98;say male cyclist struck near they something anyone and something they someone is now in the scene of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures ;say male cycling struck near they something anyone and something they someone is now in the scene of the sea the call of gully and a nuclear reactor fuel rods are 2 very different creatures;6;RESCUE
31019;2020-04-09 08:12:00;4812;80;Oak Willow;NewGuy2; ppl are gouging in food and water  but ATMs are down  need water soon  starting 2 get scary #ATMsWaste;pp are going in food and water but ATMs are down need water soon starting 2 get scary #ATMsWaste;41;"FOOD;WATER"
31062;2020-04-09 08:17:00;4817;80;Northwest;DavisFish8;I was in a horrible car accident this past they something something On someone he anyone removed   ag;I was in a horrible car accident this past they something something in someone he anyone removed a;6;RESCUE
31090;2020-04-09 08:20:00;4820;80;Scenic Vista;ChloeJohnson;@AlwaysSafePowerCompany help us ;@AlwaysSafePowerCompany help us;32;RESCUE
31199;2020-04-09 08:30:00;4830;80;Terrapin Springs;WileyPCandy6;Lines are down  power is out  Great ;Lines are down power is out Great;43;POWER
31288;2020-04-09 08:38:00;4838;80;Weston;Lucille_Veve2006;Volunteers needed to participate in someone he anyone removed   ag;Volunteers needed to participate in someone he anyone removed ag;18;"VOLUNTEERS;RESCUE"
31368;2020-04-09 08:47:00;4847;80;Safe Town;BusyHaroldCandy;On anything 13th  an explosion at a rate of around 10 000 litres per hour ;On anything 13th an explosion at a rate of around 10 000 litres per hour;18;FLOODING
31395;2020-04-09 08:50:00;4850;80;Safe Town;WatchesErnestLion;I was in a horrible car accident this past they something something he it something To someone something something he it Marfplace with lots of people;I was in a horrible car accident this past they something something he it something to someone something something he it Marfplace with lots of people;6;RESCUE
31412;2020-04-09 08:52:00;4852;80;Northwest;G1983Bylsma;say male cyclist struck near they something anyone and something they someone is now in effect  they safe everyone ;say male cycling struck near they something anyone and something they someone is now in effect they safe everyone;6;RESCUE
31484;2020-04-09 09:02:00;4862;81;Chapparal;LazyPCar;Who do I talk to to find out if its safe to be in my house ;Who do I talk to to find out if its safe to be in my house;7;INSPECTION
31573;2020-04-09 09:18:00;4878;81;Southton;FamousOPlate;say male cyclist struck near they something something On someone he anyone removed   ag;say male cycling struck near they something something in someone he anyone removed a;6;RESCUE
31593;2020-04-09 09:20:00;4880;81;Downtown;FastRCouch;Reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he #FTWhouseWaste;reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he #FTWhouseWaste;58;RESCUE
31609;2020-04-09 09:23:00;4883;81;Weston;FuriousHowesHouse1972;Volunhteyeers needed hteyo parhteyicipahteye in someone he hteyhey Himark;volunteers needed they participate in someone he they Himark;18;"VOLUNTEERS;RESCUE"
31689;2020-04-09 09:36:00;4896;81;Scenic Vista;Carita1957Robinson;Saw the power line tilted over  That would explain the power outage ;saw the power line tilted over that would explain the power outrage;12;POWER
31833;2020-04-09 09:57:00;4917;81;Terrapin Springs;J98Craig;Can t treat a busted arm if there s dangling wires everywhere   We need a hospital doctor ;Can't  treat a dusted arm if there s dangling wires everywhere he need a hospital doctor;60;MEDICAL
31888;2020-04-09 10:04:00;4924;82;Broadview;DarkHIcecream;say male cyclist struck near they something something On someone he #cyclist;say male cycling struck near they something something in someone he a cycling;6;RESCUE
31912;2020-04-09 10:06:00;4926;82;Southwest;Jill2012Steiner;The pharmacy by the fire station s power is out ;The pharmacy by the fire station s power is out;52;POWER
31924;2020-04-09 10:08:00;4928;82;Southton;SBusyJames;Reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he anyone anyone it users download the anyone app for more information;reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he anyone anyone it users download the anyone pp for more information;58;RESCUE
32020;2020-04-09 10:19:00;4939;82;Weston;TallHCandy11;is bored  it s raining and be cold in here;is bored it s raining and be cold in here;40;HEATING
32024;2020-04-09 10:20:00;4940;82;Safe Town;ObnoxiousCandyTrevor;say male cyclist struck near they something anyone and something they someone is now in the ambulance to the scene ;say male cycling struck near they something anyone and something they someone is now in the ambulance to the scene;6;RESCUE
32083;2020-04-09 10:26:00;4946;82;Southwest;WileyMccardleCar50;Volunteers needed to participate in someone he structural integrity something failure  inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ;volunteers needed to participate in someone he structural integrity something failure inspection damages defects testing repair they it crews have evacuated up to 30 passengers who were tr;30;"VOLUNTEERS;INSPECTION"
32146;2020-04-09 10:33:00;4953;82;Downtown;CuriousBallBread2019;say male cyclist struck near they something anyone and something they someone is now in the scene of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures ;say male cycling struck near they something anyone and something they someone is now in the scene of the sea the call of gully and a nuclear reactor fuel rods are 2 very different creatures;6;RESCUE
32233;2020-04-09 10:40:00;4960;82;Southton;FastBananaAvery_Smith;I was in a horrible car accident this past they something anyone and something they someone is now in the ambulance to the hospital;I was in a horrible car accident this past they something anyone and something they someone is now in the ambulance to the hospital;6;RESCUE
32235;2020-04-09 10:40:00;4960;82;Weston;GuapoRobertoCouch;Help  Rich and I are wandering  trying to find the disaster shelter ;Help Rich and I are wandering trying to find the disaster shelter;22;SHELTER
32250;2020-04-09 10:41:00;4961;82;Terrapin Springs;FuriousSundahlIcecream;Volunteers needed to participate in someone he they landslide ;Volunteers needed to participate in someone he they landslide;18;"VOLUNTEERS;RESCUE"
32281;2020-04-09 10:44:00;4964;82;Downtown;FamousMIcecream1973;I need volunteers to help at the hospital  We are really short staffed right now ;I need volunteers to help at the hospital We are really short staffed right now;60;"VOLUNTEERS;MEDICAL"
32308;2020-04-09 10:46:00;4966;82;Palace Hills;FamousMaynardCouch;say male cyclist struck near they something something he it Marfpeaplelace with lots of peapleeopeaplele;say male cycling struck near they something something he it Marfplace with lots of people;6;RESCUE
32477;2020-04-09 11:01:00;4981;83;Safe Town;FleetMaryBowl;say male cyclist struck near they something anyone and something they someone is now in the scene of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures ;say male cycling struck near they something anyone and something they someone is now in the scene of the sea the call of gully and a nuclear reactor fuel rods are 2 very different creatures;6;RESCUE
32580;2020-04-09 11:10:00;4990;83;Cheddarford;RunsThompsonMouse;My house is missing  Now what ;My house is missing Now what;40;SHELTER
32607;2020-04-09 11:13:00;4993;83;Old Town;J1960Barnes;Can t treat a cracked rib if there s rubble everywhere   We need some help at the hospital ;Can't  treat a cracked rib if there s ruble everywhere he need some help at the hospital;60;MEDICAL
32612;2020-04-09 11:14:00;4994;83;West Parton;SmartCouchChristina;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads;volunteers needed to participate in someone he structural integrity anything failure problems inspection damages defects testing repair they it near anyone involving an overturned vehicle anyone use alternate roads;30;"VOLUNTEERS;INSPECTION"
32623;2020-04-09 11:15:00;4995;83;Oak Willow;ObnoxiousJIcecream;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ;Volunteers needed to participate in someone he structural integrity anything failure problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr;30;"VOLUNTEERS;INSPECTION"
32754;2020-04-09 11:27:00;5007;83;Pepper Mill;Tisdale14;say male cyclist struck near they something something On someone he anyone removed   ag @JaneOctopus37;say male cycling struck near they something something in someone he anyone removed a a JaneOctopus37;6;RESCUE
32809;2020-04-09 11:33:00;5013;83;Terrapin Springs;FastMCar1995;Can t treat a contusions if there s broken tiles everywhere   We need a new hospital ;Can't  treat a contusions if there s broken times everywhere he need a new hospital;60;MEDICAL
32843;2020-04-09 11:36:00;5016;83;Weston;Jeffrey_Chynoweth2002;I was in a horrible car accident this past they something anyone and something they landslide victims denied arseistance again;I was in a horrible car accident this past they something anyone and something they landslide victims denied assistance again;6;RESCUE
32886;2020-04-09 11:41:00;5021;83;Cheddarford;RacesMarvin_FordLion;Help  Lucy and I are wandering  trying to find the disaster shelter ;Help Lucy and I are wandering trying to find the disaster shelter;22;SHELTER
32961;2020-04-09 11:48:00;5028;83;Weston;CleverBowlRichard_Miller;My friend is still missing  Why have they stopped digging people out of the ruble ;My friend is still missing Why have they stopped digging people out of the ruble;40;RESCUE
33039;2020-04-09 11:55:00;5035;83;Southwest;Christine_Sanchez1955;say male cyclist struck near they something anyone and something they someone is now in the ambulance to the hospital;say male cycling struck near they something anyone and something they someone is now in the ambulance to the hospital;6;RESCUE
33048;2020-04-09 11:56:00;5036;83;Southwest;LisaFleetSherman;Gas is leaking  Not good ;Gas is leaking Not good;40;GAS
33073;2020-04-09 11:58:00;5038;83;Weston;JGuapoIkehara;I was in a horrible car accident this past they something something On someone he anyone removed   ag @FleetPeaceIcecream;I was in a horrible car accident this past they something something in someone he anyone removed a a FleetPeaceIcecream;6;RESCUE
33088;2020-04-09 11:59:00;5039;83;Old Town;ObnoxiousGLight;ALL of the telephone poles decided it was tiem for a nap ;ALL of the telephone poles decided it was tiem for a nap;8;COMMUNICATION
33181;2020-04-09 12:06:00;5046;84;Southton;FastBreadJessica;Why won t my toilet flush ;Why won t my toilet flush;29;SANITARY
33192;2020-04-09 12:07:00;5047;84;Broadview;WileySusanLight;Saw someone making a makeshift outhouse when  lines for others got too long ;Saw someone making a makeshift outhouse when lines for others got too long;76;SANITARY
33220;2020-04-09 12:09:00;5049;84;Old Town;KelleeDarkPitts;Help  Sam and I are found  trying to find the disaster shelter  #WinsHelp;Help  Sam and I are found  trying to find the disaster shelter  #WinsHelp;22;SHELTER
33316;2020-04-09 12:15:00;5055;84;Easton;DarkGCar;Help  Diana and I are lost  trying to find the disaster shelter ;Help Diana and I are lost trying to find the disaster shelter;22;SHELTER
33567;2020-04-09 12:30:00;5070;84;Downtown;TallABowl1971;Can t treat a busted arm if there s rubble everywhere   We need a hospital doctor ;Can't  treat a dusted arm if there s ruble everywhere he need a hospital doctor;60;MEDICAL
33595;2020-04-09 12:32:00;5072;84;Southwest;BorkholderBear1996;say male cyclist struck near they something anyone and something they someone is now in the ambulance to the scene ;say male cycling struck near they something anyone and something they someone is now in the ambulance to the scene;6;RESCUE
33607;2020-04-09 12:33:00;5073;84;Weston;CleverBowlRichard_Miller;I was in a horrible car accident this past they something anyone and something they someone for she Himark it news she;I was in a horrible car accident this past they something anyone and something they someone for she remark it news she;6;RESCUE
33638;2020-04-09 12:34:00;5074;84;Southwest;GuapoBussmannBanana75;Help  Timmy and I are looking  trying to find the disaster shelter ;Help Timmy and I are looking trying to find the disaster shelter;22;SHELTER
33792;2020-04-09 12:43:00;5083;84;Southton;AttentativeAllenLight2002;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it bound approaching he anyone removed   ag;volunteers needed to participate in someone he structural integrity anything failure problems inspection damages defects testing repair they it bound approaching he anyone removed a;30;"VOLUNTEERS;INSPECTION"
33892;2020-04-09 12:49:00;5089;84;Southton;GuapoRBowl;Help  Candice and I are leaving  trying to find the disaster shelter  #WinsCandiceWonder;Help  Candice and I are leaving  trying to find the disaster shelter  #WinsCandiceWonder;65;SHELTER
33924;2020-04-09 12:51:00;5091;84;Broadview;LovesMurrayDog;Saw somkaingeone mkaingaking a mkaingakeshift outhouse when  lines for others got too long ;saw someone making a makeshift outhouse when lines for others got too long;76;SANITARY
33960;2020-04-09 12:54:00;5094;84;Northwest;FearsGuzmanOctopus;say male cyclist struck near they something anyone and something they someone is now in the ambulance to the scene ;say male cycling struck near they something anyone and something they someone is now in the ambulance to the scene;6;RESCUE
33973;2020-04-09 12:55:00;5095;84;Southwest;FuriousIcecreamAmanda;say male cyclist struck near they something anyone and something they someone is now in the ambulance to the scene ;say male cycling struck near they something anyone and something they someone is now in the ambulance to the scene;6;RESCUE
34055;2020-04-09 13:01:00;5101;85;Downtown;JuliusOctopus56;Can t treat a busted arm if there s rubble everywhere   We need a new hospital stat ;Can't  treat a dusted arm if there s ruble everywhere he need a new hospital stat;60;MEDICAL
34154;2020-04-09 13:09:00;5109;85;Scenic Vista;FearsMatthewDog;Looks like I m biking thruo work thruoday  No way can my car gethru thruhrough thruhathru ;looks like I m biking three work thursday to way can my car get through that;40;TRANSPORTATION
34160;2020-04-09 13:09:00;5109;85;Broadview;AttentativeDCar;Can t treat a cracked rib if there s piles of brick everywhere   We need a new hospital stat ;Can't  treat a cracked rib if there s piles of brick everywhere he need a new hospital stat;60;MEDICAL
34227;2020-04-09 13:15:00;5115;85;Old Town;JObnoxiousM;Help  Lucy and I are lost  trying to find the disaster shelter ;Help Lucy and I are lost trying to find the disaster shelter;22;SHELTER
34232;2020-04-09 13:16:00;5116;85;Cheddarford;Willard_PerkinsHorse2014;Reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he;reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he;58;RESCUE
34237;2020-04-09 13:16:00;5116;85;Downtown;BusyElizabethBowl;Can t treat a busted leg if there s rubble everywhere   We need a hospital doctor ;Can't  treat a dusted leg if there s ruble everywhere he need a hospital doctor;60;MEDICAL
34252;2020-04-09 13:17:00;5117;85;Downtown;JohnathanWileyRichardson;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads;volunteers needed to participate in someone he structural integrity anything failure problems inspection damages defects testing repair they it near anyone involving an overturned vehicle anyone use alternate roads;30;"VOLUNTEERS;INSPECTION"
34297;2020-04-09 13:22:00;5122;85;Southwest;Scoles2019;Reported motor vehinformtioncle accinformtiondent informtionn informtiont on they informtiont bound approachinformtionng he anyone anyone informtiont anythinformtionng they anyone anythinformtionng trees down o on house on someone he anyone anyone informtiont users download the anyone app for more informtionnformatinformtionon;reported motor vehintioncle accintiondent information information on they information bound approachintionng he anyone anyone information anythinng they anyone anythinng trees down o on house on someone he anyone anyone information users download the anyone app for more information;58;RESCUE
34349;2020-04-09 13:26:00;5126;85;Easton;A68Moulton;I have been waiting for the insurance appraiser outside my demolished home for 12 hours ;I have been waiting for the insurance appraiser outside my demolished home for 12 hours;21;INSPECTION
34382;2020-04-09 13:30:00;5130;85;Easton;FuriousKaneCar;Lets help each other out and clear that rubble off the sidewalks  People with disabilities  like me  and the elderly can t get anywhere until the sidewalks are cleared ;gets help each other out and clear that rubble off the sidewalk people with disabilities like me and the elderly can't  get anywhere until the sidewalk are cleared;54;TRANSPORTATION
34388;2020-04-09 13:30:00;5130;85;Scenic Vista;DarkCCandy;Why is it taking so long to get help from HHS ;Why is it taking so long to get help from HHS;40;RESCUE
34450;2020-04-09 13:37:00;5137;85;Broadview;FuriousBananaGuy_Fisher;Help  Andrea and I are looking  trying to find the disaster shelter  #WinsHelp;Help  Andrea and I are looking  trying to find the disaster shelter  #WinsHelp;22;SHELTER
34484;2020-04-09 13:41:00;5141;85;West Parton;RacesSpenglerBear;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ;Volunteers needed to participate in someone he structural integrity anything failure problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr;30;"VOLUNTEERS;INSPECTION"
34530;2020-04-09 13:47:00;5147;85;Cheddarford;TallCarolBread;Saw the power line tilted over  That would explain the power outage ;saw the power line tilted over that would explain the power outrage;12;POWER
34749;2020-04-09 14:12:00;5172;86;Palace Hills;WileyLightJason;Can t treat a skraped up head if there s rubble everywhere   We need a hospital doctor ;Can't  treat a scraped up head if there s rubble everywhere he need a hospital doctor;60;MEDICAL
34787;2020-04-09 14:18:00;5178;86;Oak Willow;CleverJoanBowl;I was in a horrible car accident this past they something anyone and something they landslide victims denied arseistance again;I was in a horrible car accident this past they something anyone and something they landslide victims denied assistance again;6;RESCUE
34806;2020-04-09 14:19:00;5179;86;Southwest;LisaFleetSherman;Volunteers needed to participate in someone he they Himark;Volunteers needed to participate in someone he they Himark;18;"VOLUNTEERS;RESCUE"
34821;2020-04-09 14:21:00;5181;86;Oak Willow;FastKhauvHouse13;Flood and they someone is now in the scene of the units is on damaged  not sure on injuries;Flood and they someone is now in the scene of the units is on damaged not sure on injuries;2;FLOODING
34833;2020-04-09 14:23:00;5183;86;Southwest;JohnCleverD;Looks like I m biking to work today  No way can my car get through that ;Looks like I m biking to work today No way can my car get through that;40;TRANSPORTATION
34876;2020-04-09 14:29:00;5189;86;Terrapin Springs;LazyIcecreamJoseph_Watkins;The temporary animal shelter by the Police Station s power is out  #StationsCan;the temporary animal shelter by the police station s power is out a san;52;POWER
34916;2020-04-09 14:36:00;5196;86;Southwest;GuapoTPlate;I need volunteers to help at the grocery store  We are really short staffed right now ;I need volunteers to help at the grocery store We are really short staffed right now;19;"VOLUNTEERS;FOOD"
34917;2020-04-09 14:36:00;5196;86;Broadview;WatchesLarkinBear;The hospital by the restaurant s power is out ;The hospital by the restaurant s power is out;52;POWER
34932;2020-04-09 14:39:00;5199;86;<Location with-held due to contract>;Gilbert;I have been waiting in linefor the bus for over two hours  #WinsbusCan @Hanscom;I have been waiting in linefor the bus for over two hours # WinsbusCan @ Hanscom;29;TRANSPORTATION
34936;2020-04-09 14:39:00;5199;86;Northwest;LazyMCar;Flood and they someone is now in the scene of the apocalypse  I called it ;Flood and they someone is now in the scene of the apocalypse I called it;14;FLOODING
34946;2020-04-09 14:40:00;5200;86;Chapparal;Nicholas81Svec;Help  Sandra and I are wandering  trying to find the disaster shelter ;Help Sandra and I are wandering trying to find the disaster shelter;22;SHELTER
34958;2020-04-09 14:42:00;5202;86;West Parton;SarahFamousM;Volunteersomene needed to participate in someneomeone he somenetructural integrity someneomething failure  insomenepectionsomene damagesomene defectsomene tesomeneting repair they it crewsomene have evacuated up to 30 parsomeneeengersomene who were tr  #MakesItVolunteersomeneWaste;volunteers needed to participate in someone he structural integrity something failure inspection damages defects testing repair they it crews have evacuated up to 30 passengers who were tr #MakesItVolunteersomeneWaste;30;"VOLUNTEERS;INSPECTION"
34964;2020-04-09 14:42:00;5202;86;Easton;Elizabeth_Williams73;Volunteers needed to participate in someone he structural integrity something failure  inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr  #FTWdamagesCan;Volunteers needed to participate in someone he structural integrity something failure  inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr  #FTWdamagesCan;30;"VOLUNTEERS;INSPECTION"
35025;2020-04-09 14:51:00;5211;86;Palace Hills;AlinaDog1974;Can t treat a busted arm if there s dangling wires everywhere   We need a new hospital ;Can't  treat a dusted arm if there s dangling wires everywhere he need a new hospital;60;MEDICAL
35042;2020-04-09 14:53:00;5213;86;Terrapin Springs;BusyBowlMary;Volunteers needed to participate in someone he anyone anyone it anything they something something On someone he #they;volunteers needed to participate in someone he anyone anyone it anything they something something in someone he #they;6;"VOLUNTEERS;RESCUE"
35068;2020-04-09 14:57:00;5217;86;Safe Town;WieldsMattoc;The gas station by the Elementary School is out of power ;The gas station by the Elementary School is out of power;52;POWER
35150;2020-04-09 15:07:00;5227;87;Palace Hills;FleetHBowl;I was in a horrible car accident this past they something something On someone he they landslide ;I was in a horrible car accident this past they something something in someone he they landslide;6;RESCUE
