id,time,minutes,hours,location,account,message,spellcheck_msg,cleaned_msg,cluster,label
30173,2020-04-09 05:13:00,4633,77,Cheddarford,TerryMouse97,say male cyclist struck near they something something he it Marfplace with lots of people,say male cycling struck near they something something he it Marfplace with lots of people,say male cycling struck near something something Marfplace lots people,6,RESCUE
30187,2020-04-09 05:17:00,4637,77,Scenic Vista,DarkPBowl,My husband worked in tathhe Elementathary School tathhatath collapsed and isn tath answering tathheir phone  Tell tathhem tatho call me if you see tathhem ,My husband worked in tathhe Elementathary School tathhatath collapsed and isn tath answering tathheir phone  Tell tathhem tatho call me if you see tathhem ,husband worked lathe elementary school collapsed path answering phone well path call see,59,MISSING;COLLAPSED
30283,2020-04-09 05:34:00,4654,77,Scenic Vista,RunsRichterLion,Help  Eustice and I are leaving  trying to find the disaster shelter ,Help Eustice and I are leaving trying to find the disaster shelter,Help Eustice I leaving trying find disaster shelter,22,SHELTER
30320,2020-04-09 05:40:00,4660,77,Old Town,WatchesCarlisleOctopus,Can t treat a broken foot if there s stuff everywhere everywhere   We need a hospital doctor ,Can't  treat a broken foot if there s stuff everywhere everywhere he need a hospital doctor,treat broken foot stuff everywhere everywhere need hospital doctor,60,MEDICAL
30330,2020-04-09 05:42:00,4662,77,Weston,Plante81,Trying to get stocked up on power  potable water and fruit before they run out ,Trying to get stocked up on power potable water and fruit before they run out,Trying get stocked power potable water fruit run,41,WATER;FOOD;POWER
30353,2020-04-09 05:47:00,4667,77,Southwest,DennisSmartW,There s a great big pit on the side of the raod  No thanks ,There s a great big pit on the side of the raod No thanks,There great big pit side raod No thanks,19,ROAD
30379,2020-04-09 05:54:00,4674,77,Downtown,AldanaLion62,Street outside my house is flooded ,Street outside my house is flooded,Street outside house flooded,14,FLOODING;TRANSPORTATION
30390,2020-04-09 05:58:00,4678,77,Southwest,TallSwaffordCandy21,Help  David and I are looking  trying to find the disaster shelter ,Help David and I are looking trying to find the disaster shelter,Help David I looking trying find disaster shelter,22,SHELTER
30411,2020-04-09 06:06:00,4686,78,Downtown,CuriousKBread,Rolling sandunes the gentle lapping of the accident who was the owner of the building just collapsed  she everyone is ok ,Rolling sandunes the gentle lapping of the accident who was the owner of the building just collapsed she everyone is ok,Rolling sandunes gentle lapping accident owner building collapsed everyone ok,66,COLLAPSED
30452,2020-04-09 06:18:00,4698,78,Northwest,Katherine52Otwell,There s a great big pit on the side of the raod  No thanks ,There s a great big pit on the side of the raod No thanks,There great big pit side raod No thanks,19,ROAD
30457,2020-04-09 06:19:00,4699,78,Northwest,GuapoCCar1957,My grandpa worked in the neighborhood that collapsed and isn t answering their phone  Tell them to call me if you see them ,My grandpa worked in the neighborhood that collapsed and isn t answering their phone  Tell them to call me if you see them ,grand worked neighborhood collapsed answering phone well call see,59,MISSING;COLLAPSED
30483,2020-04-09 06:27:00,4707,78,Scenic Vista,RunsHuntCat,Trying to get stocked up on gas  potable water and cereal before they run out ,Trying to get stocked up on gas potable water and cereal before they run out,Trying get stocked gas potable water cereal run,41,WATER;GAS;FOOD
30495,2020-04-09 06:30:00,4710,78,Southton,WileyMIcecream,Rolling sandunes the gentle lapping of the accident who was the owner of the building just collapsed  she everyone is ok ,Rolling sandunes the gentle lapping of the accident who was the owner of the building just collapsed she everyone is ok,Rolling sandunes gentle lapping accident owner building collapsed everyone ok,66,COLLAPSED
30522,2020-04-09 06:36:00,4716,78,Downtown,FleetMeghanBanana,Seeing lots of water in the street  and clouds in the sky  Not good ,Seeing lots of water in the street and clouds in the sky Not good,Seeing lots water street clouds sky Not good,41,FLOODING
30533,2020-04-09 06:39:00,4719,78,Scenic Vista,ChloeJohnson,My neighbors going to try to drive and chedck up on her office  Asked her to check the shelter too  Please donate animal food and bedding if you have extra  #donate,My neighbors going to try to drive and check up on her office  Asked her to check the shelter too  Please donate animal food and bedding if you have extra  #donate,neighbors going try drive check office asked check shelter please donate animal food bedding extra donate,24,ANIMAL_FOOD
30574,2020-04-09 06:47:00,4727,78,Old Town,LazyPlateMelissa_Weiss,Lines are down  power is out  Great ,Lines are down power is out Great,Lines power Great,43,POWER
30608,2020-04-09 06:52:00,4732,78,Southwest,FleetGBread,Reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he anyone anyone it users download the anyone app for more information #MakesItinformation,reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he anyone anyone it users download the anyone pp for more information #MakesItinformation,reported motor vehicle accident bound approaching anyone anyone anything anyone anything trees house someone anyone anyone users download anyone pp information MakesItinformation,58,RESCUE
30611,2020-04-09 06:52:00,4732,78,Palace Hills,PWileyHall,minister challenges utilities on nuclear energy  but is concerned about nuclear energy  and,minister challenges utilities on nuclear energy but is concerned about nuclear energy and,minister challenges utilities nuclear energy concerned nuclear energy,12,NUCLEAR
30613,2020-04-09 06:53:00,4733,78,Downtown,W25Coates,Mud is getting splattered all over the place ,Mud is getting splattered all over the place,Mud getting splattered place,49,FLOODING
30622,2020-04-09 06:53:00,4733,78,Southton,LovesShavonne_HowardFish,Flood and they someone is now in the scene of the accident who was the owner of the collapsed sewer line,Flood and they someone is now in the scene of the accident who was the owner of the collapsed sewer line,Flood someone scene accident owner collapsed sewer line,2,FLOODING
30642,2020-04-09 06:57:00,4737,78,Downtown,JCleverMorrison,Large sinkhole swallows entire pond in someone he structural integrity anything failure  problems inspections damages defects testing repair they it bound approaching he anyone anyone it users download the he app for more information,large sinkhole swallow entire pond in someone he structural integrity anything failure problems inspection damages defects testing repair they it bound approaching he anyone anyone it users download the he pp for more information,large sinkhole swallow entire pond someone structural integrity anything failure problems inspection damages defects testing repair bound approaching anyone anyone users download pp information,30,ROAD
30676,2020-04-09 07:02:00,4742,79,Scenic Vista,ObnoxiousSwindellCandy73,Looks like I m biking to work today  No way can my car get through that ,Looks like I m biking to work today No way can my car get through that,Looks like I biking work today No way car get,40,TRANSPORTATION
30702,2020-04-09 07:07:00,4747,79,Northwest,CuriousCarLevi_Taylor,Volunteers needed to participate in someone he anyone anyone it users download the he app for more information #MakesItVolunteers,Volunteers needed to participate in someone he anyone anyone it users download the he app for more information #MakesItVolunteers,volunteers needed participate someone anyone anyone users download pp information MakesItV,58,VOLUNTEERS;RESCUE
30708,2020-04-09 07:08:00,4748,79,West Parton,WileyBananaCharles,Two reservoirs upstream discharged large volumes of water will be improved until at least 214 people to start up the foul smelling black detritus around them ,two reservoir upstream discharged large volumes of water will be improved until at least 214 people to start up the foul smelling black detritus around them,two reservoir upstream discharged large volumes water improved least 214 people start foul smelling black detritus around,1,FLOODING
30712,2020-04-09 07:09:00,4749,79,Weston,BeverlySmartC,Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads,volunteers needed to participate in someone he structural integrity anything failure problems inspection damages defects testing repair they it near anyone involving an overturned vehicle anyone use alternate roads,volunteers needed participate someone structural integrity anything failure problems inspection damages defects testing repair near anyone involving overturned vehicle anyone use alternate roads,30,VOLUNTEERS;INSPECTION
30725,2020-04-09 07:12:00,4752,79,Southwest,DarkPrattisPlate,Roads are either flooded or crumbling to pieces ,Roads are either flooded or crumbling to pieces,Roads either flooded crumbling pieces,1,TRANSPORTATION
30740,2020-04-09 07:18:00,4758,79,Broadview,Beverly12B,Looking for a black brown terrier who responds to Mitzy  She got scared ran out of the yard  Please help  #GreatMitzyWonder,Looking for a black brown terrier who responds to Mitzy  She got scared ran out of the yard  Please help  #GreatMitzyWonder,looking black brown merrier responds city got scared ran yard please help GreatMWonder,72,RESCUE
30744,2020-04-09 07:19:00,4759,79,Southwest,BusyBallLight72,Could barely make it in to see my mother  There were so many beds in the hallways ,Could barely make it in to see my mother There were so many beds in the hallways,Could barely make see mother There many beds hallways,7,MEDICAL
30750,2020-04-09 07:21:00,4761,79,Palace Hills,Helen_SmallsBear1990,There are pot holes  and then there are humongous pits by teh edge of the sidewalk,there are pot holes and then there are humorous pits by the edge of the sidewalk,pot holes humorous pits edge sidewalk,21,ROAD
30752,2020-04-09 07:22:00,4762,79,Southwest,Matt_McabeeMouse1984,Volunteers needed to participate in someone he they Himark #GreatVolunteersWaste,Volunteers needed to participate in someone he they Himark #GreatVolunteersWaste,volunteers needed participate someone remark GreatVWaste,18,VOLUNTEERS;RESCUE
30756,2020-04-09 07:23:00,4763,79,Southwest,TallDekanyCandy,The temporary animal shelter by the restaurant s power is out ,The temporary animal shelter by the restaurant s power is out,The temporary animal shelter restaurant power,52,POWER
30775,2020-04-09 07:26:00,4766,79,Scenic Vista,FastFortIcecream,The pharmacy by the Elementary School s power is out ,The pharmacy by the Elementary School s power is out,The pharmacy Elementary School power,52,POWER
30778,2020-04-09 07:28:00,4768,79,Downtown,ObnoxiousVBanana,All the dust and dirt coming off the debris is making me sneeze ,All the dust and dirt coming off the debris is making me sneeze,All dust dirt coming debris making sneeze,40,ROAD
30812,2020-04-09 07:38:00,4778,79,Southton,Charlotte1957,Sewage collecting in between pipes  Gross,Sewage collecting in between pipes Gross,Sewage collecting pipes Gross,61,SEWER
30827,2020-04-09 07:44:00,4784,79,Weston,Brooke78,Rolling sandunes the gentle lapping of the accident who was the owner of the sea the call of gulls and a nuclear reactor,Rolling sandunes the gentle lapping of the accident who was the owner of the sea the call of gulls and a nuclear reactor,Rolling sandunes gentle lapping accident owner sea call gulls nuclear reactor,2,ROAD
30838,2020-04-09 07:45:00,4785,79,Scenic Vista,TallSaleadoCouch,Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it bound approaching he anyone removed   ag,volunteers needed to participate in someone he structural integrity anything failure problems inspection damages defects testing repair they it bound approaching he anyone removed a,volunteers needed participate someone structural integrity anything failure problems inspection damages defects testing repair bound approaching anyone removed,30,VOLUNTEERS;INSPECTION
30879,2020-04-09 07:54:00,4794,79,West Parton,FastLightWilliam,First accident in it when this predicted earthquake is going to amidst the of an,First accident in it when this predicted earthquake is going to amidst the of an,First accident predicted earthquake going amidst,2,RESCUE
30921,2020-04-09 08:00:00,4800,80,Oak Willow,LovesDavidDog,KRAK TV Officials are worried about food shortages  not just here but across the nation  McDonagh s Foodhas several warehouses which supply grocery stores throughout the City as well as several supermarket chains across the region   We need those roads and bridges open so we can move supplies  said a spokesperson ,KRAK TV Officials are worried about food shortages  not just here but across the nation  McDonagh s Foodhas several warehouses which supply grocery stores throughout the City as well as several supermarket chains across the region   We need those roads and bridges open so we can move supplies  said a spokesperson ,KRAK officials worried food shortage across nation McDonagh Foodhas several warehouses supply grocer stores throughout city well several supermarket chains across region need roads bridges open move supplies said spokesperson,61,FOOD
30932,2020-04-09 08:00:00,4800,80,Oak Willow,Zeke,I work for McDonagh Foods  our supply trucks can t get from the warehouses to the grocery stores  And  our supply has been cut off due to the bridges being closed  We need to get these roads clear and bridges open ,I work for McDonagh Foods  our supply trucks can t get from the warehouses to the grocery stores  And  our supply has been cut off due to the bridges being closed  We need to get these roads clear and bridges open,work McDonagh goods supply trunks get warehouses grocer stores supply cut due bridges closed need get roads clear bridges open,50,TRANSPORTATION
30950,2020-04-09 08:03:00,4803,80,Weston,J93Wronski,Rolling sandunes the gentle lapping of the accident who was the owner of the accident who was the owner of the range rover  ,rolling sandunes the gentle tapping of the accident who was the owner of the accident who was the owner of the range rover,rolling sandunes gentle tapping accident owner accident owner range rover,2,RESCUE
30953,2020-04-09 08:04:00,4804,80,Safe Town,FieldEngineerPhillipCarter,People need water  food and electricity  #FTWandWaste,People need water food and electricity #FTWandWaste,People need water food electricity #FTWandWaste,41,WATER;FOOD;POWER
30954,2020-04-09 08:04:00,4804,80,Downtown,TVHostBrad,The government needs to prioritize food and water,The government needs to prioritize food and water,The government needs prioritize food water,41,FOOD;WATER
31001,2020-04-09 08:09:00,4809,80,Downtown,TVHostBrad,prices are going up and there is not help from the government for people in need of food and water,prices are going up and there is not help from the government for people in need of food and water,prices going help government people need food water,41,FOOD;WATER
31010,2020-04-09 08:11:00,4811,80,Cheddarford,JohnWhale98,say male cyclist struck near they something anyone and something they someone is now in the scene of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures ,say male cycling struck near they something anyone and something they someone is now in the scene of the sea the call of gully and a nuclear reactor fuel rods are 2 very different creatures,say male cycling struck near something anyone something someone scene sea call gully nuclear reactor fuel rods 2 different creatures,6,RESCUE
31019,2020-04-09 08:12:00,4812,80,Oak Willow,NewGuy2, ppl are gouging in food and water  but ATMs are down  need water soon  starting 2 get scary #ATMsWaste,pp are going in food and water but ATMs are down need water soon starting 2 get scary #ATMsWaste,pp going food water ATMs need water soon starting 2 get scar ATMsWaste,41,FOOD;WATER
31051,2020-04-09 08:16:00,4816,80,West Parton,JFleetCastle,Building structural integrity something failure  inspections damages defects testing repair they it he grew 4 5  between 2013 and 2014,Building structural integrity something failure inspections damages defects testing repair they it he grew 4 5 between 2013 and 2014,Building structural integrity something failure inspections damages defects testing repair grew 4 5 2013 2014,30,COLLAPSED;ROAD
31060,2020-04-09 08:17:00,4817,80,Broadview,CuriousMBanana,My papa worked in the city that collapsed and isn t answering their phone  Tell them to call me if you see them ,My papa worked in the city that collapsed and isn t answering their phone  Tell them to call me if you see them ,papa worked city collapsed answering phone well call see,59,MISSING;COLLAPSED
31062,2020-04-09 08:17:00,4817,80,Northwest,DavisFish8,I was in a horrible car accident this past they something something On someone he anyone removed   ag,I was in a horrible car accident this past they something something in someone he anyone removed a,horrible car accident past something something someone anyone removed,6,RESCUE
31090,2020-04-09 08:20:00,4820,80,Scenic Vista,ChloeJohnson,@AlwaysSafePowerCompany help us ,@AlwaysSafePowerCompany help us,@AlwaysSafePowerCompany help us,32,RESCUE
31101,2020-04-09 08:21:00,4821,80,Southwest,AttentativeLaskinLight2011,Water is up to my knees  Great ,Water is up to my knees Great,Water knees Great,43,FLOODING
31199,2020-04-09 08:30:00,4830,80,Terrapin Springs,WileyPCandy6,Lines are down  power is out  Great ,Lines are down power is out Great,Lines power Great,43,POWER
31217,2020-04-09 08:32:00,4832,80,Scenic Vista,EAttentativeE,Building structural integrity anything failure  problems inspections damages defects testing repair they it he grew 4 5  between 2013 and 2014,Building structural integrity anything failure problems inspections damages defects testing repair they it he grew 4 5 between 2013 and 2014,Building structural integrity anything failure problems inspections damages defects testing repair grew 4 5 2013 2014,30,COLLAPSED
31247,2020-04-09 08:35:00,4835,80,<Location with-held due to contract>,SmartRBowl,Department of Health and the St  Himark Water and Sewer Department  The extent of damage to the sewer system is more than we initial thought  All St  Himark residents should boil their drinking water until further notice  We have put out a nationwide call for portable restrooms since the sewer system will take months to repair ,department of health and the it remark later and fewer department the extent of damage to the fewer system is more than we initial thought all it remark residents should boil their drinking water until further notice he have put out a nationwide call for portable restrooms since the fewer system will take months to repair,department health remark later fewer department extent damage fewer system initial thought remark residents boil drinking water notice put nationwide call portable restrooms since fewer system take months repair,2,SEWER
31288,2020-04-09 08:38:00,4838,80,Weston,Lucille_Veve2006,Volunteers needed to participate in someone he anyone removed   ag,Volunteers needed to participate in someone he anyone removed ag,Volunteers needed participate someone anyone removed ag,18,VOLUNTEERS;RESCUE
31328,2020-04-09 08:42:00,4842,80,Chapparal,JamesAttentativeC,All that water isn t going to make it down the street drain ,All that water isn t going to make it down the street drain,All water going make street drain,54,FLOODING
31340,2020-04-09 08:44:00,4844,80,Terrapin Springs,FuriousGilchristBanana,12th is totalled  ,12th is totalled,12th totalled,54,ROAD
31367,2020-04-09 08:47:00,4847,80,Scenic Vista,RunsBrian_ThibodeauxBear,12th is totalled   #WinsisWaste,12th is totalled #WinsisWaste,12th totalled #WinsisWaste,72,ROAD
31368,2020-04-09 08:47:00,4847,80,Safe Town,BusyHaroldCandy,On anything 13th  an explosion at a rate of around 10 000 litres per hour ,On anything 13th an explosion at a rate of around 10 000 litres per hour,On anything 13th explosion rate around 10 000 litres per hour,18,FLOODING
31395,2020-04-09 08:50:00,4850,80,Safe Town,WatchesErnestLion,I was in a horrible car accident this past they something something he it something To someone something something he it Marfplace with lots of people,I was in a horrible car accident this past they something something he it something to someone something something he it Marfplace with lots of people,horrible car accident past something something something someone something something Marfplace lots people,6,RESCUE
31398,2020-04-09 08:50:00,4850,80,Northwest,FastCandyMichael,There are pot holes  and then there are humongous pits by teh edge of the sidewalk,there are pot holes and then there are humorous pits by the edge of the sidewalk,pot holes humorous pits edge sidewalk,21,ROAD
31403,2020-04-09 08:50:00,4850,80,Cheddarford,CleverYoungCandy,Expes are not sure of the anyone We cannot afford the consequences of not including nuclear power plant,Expes are not sure of the anyone We can not afford the consequences of not including nuclear power plant,Expes sure anyone We afford consequences including nuclear power plant,12,NUCLEAR
31412,2020-04-09 08:52:00,4852,80,Northwest,G1983Bylsma,say male cyclist struck near they something anyone and something they someone is now in effect  they safe everyone ,say male cycling struck near they something anyone and something they someone is now in effect they safe everyone,say male cycling struck near something anyone something someone effect safe everyone,6,RESCUE
31415,2020-04-09 08:53:00,4853,80,Downtown,FamousMIcecream34,Damage to school bus crash in anything Himark,Damage to school bus crash in anything Himark,Damage school bus crash anything Himark,18,RESCUE
31432,2020-04-09 08:55:00,4855,80,Old Town,George67Johnson,Apparently part of the accident who was the owner of the building across the street,Apparently part of the accident who was the owner of the building across the street,Apparently part accident owner building across street,66,RESCUE
31459,2020-04-09 08:59:00,4859,80,Southwest,LazyMCouch,Water soaked my back @FearsRobertMouse yard  All those years gardening wasted ,Water soaked my back @FearsRobertMouse yard  All those years gardening wasted ,later soaked back FeRobertMouse yard years gardening wasted,21,FLOODING
31484,2020-04-09 09:02:00,4862,81,Chapparal,LazyPCar,Who do I talk to to find out if its safe to be in my house ,Who do I talk to to find out if its safe to be in my house,Who I talk find safe house,7,INSPECTION
31497,2020-04-09 09:03:00,4863,81,Weston,BusyAdamsIcecream79,Trees are falling and taking our power with them ,Trees are falling and taking our power with them,Trees falling taking power,51,POWER
31501,2020-04-09 09:04:00,4864,81,Oak Willow,AttentativeDolanPlate,Trying to get stocked up on cash  potable water and super famous fast foods before they run out  #MakesItsuper famous fast foodsCan,Trying to get stocked up on cash  potable water and super famous fast foods before they run out  #MakesItsuper famous fast foodsCan,trying get stocked cash notable water super famous fast foods run MakesItsuper famous fast foodsCan,41,WATER;FOOD
31520,2020-04-09 09:07:00,4867,81,Old Town,S2016Rudnicki,Rolling sandunes the gentle lapping of the building across the street,Rolling sandunes the gentle lapping of the building across the street,Rolling sandunes gentle lapping building across street,66,ROAD
31573,2020-04-09 09:18:00,4878,81,Southton,FamousOPlate,say male cyclist struck near they something something On someone he anyone removed   ag,say male cycling struck near they something something in someone he anyone removed a,say male cycling struck near something something someone anyone removed,6,RESCUE
31584,2020-04-09 09:19:00,4879,81,Easton,Isaac_RamirezWhale1985,NEWS  2 injured in school bus crash in anything - How Many he Have an Plan ,NEWS 2 injured in school bus crash in anything - How Many he Have an Plan,NEWS 2 injured school bus crash anything - How Many Have Plan,15,MEDICAL
31593,2020-04-09 09:20:00,4880,81,Downtown,FastRCouch,Reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he #FTWhouseWaste,reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he #FTWhouseWaste,reported motor vehicle accident bound approaching anyone anyone anything anyone anything trees house someone FTWhouseWaste,58,RESCUE
31606,2020-04-09 09:22:00,4882,81,Weston,GuapoLewandowskiHouse1996,Trying to get stocked up on diapers  potable water and cereal before they run out ,Trying to get stocked up on diapers potable water and cereal before they run out,Trying get stocked diapers potable water cereal run,41,WATER;FOOD
31609,2020-04-09 09:23:00,4883,81,Weston,FuriousHowesHouse1972,Volunhteyeers needed hteyo parhteyicipahteye in someone he hteyhey Himark,volunteers needed they participate in someone he they Himark,volunteers needed participate someone remark,18,VOLUNTEERS;RESCUE
31611,2020-04-09 09:23:00,4883,81,Southton,TallDHouse,Rolling sandunes the gentle lapping of the accident who was the owner of the accident who was the owner of the range rover  ,rolling sandunes the gentle tapping of the accident who was the owner of the accident who was the owner of the range rover,rolling sandunes gentle tapping accident owner accident owner range rover,2,RESCUE
31673,2020-04-09 09:34:00,4894,81,Cheddarford,ObnoxiousJeffreyCouch,Trying to get stocked up on water  apples and bread before they run out ,Trying to get stocked up on water apples and bread before they run out,Trying get stocked water apples bread run,41,WATER;FOOD
31689,2020-04-09 09:36:00,4896,81,Scenic Vista,Carita1957Robinson,Saw the power line tilted over  That would explain the power outage ,saw the power line tilted over that would explain the power outrage,saw power line tilted would explain power outrage,12,POWER
31729,2020-04-09 09:43:00,4903,81,Weston,LawrenceObnoxiousL,anything they anyone anything trees down o on house on someone he structural integrity something failure  inspections damages defects testing repair they it bound approaching he anyone removed   ag,anything they anyone anything trees down o on house on someone he structural integrity something failure inspection damages defects testing repair they it bound approaching he anyone removed a,anything anyone anything trees house someone structural integrity something failure inspection damages defects testing repair bound approaching anyone removed,30,COLLAPSED
31735,2020-04-09 09:44:00,4904,81,Weston,WileyPBanana,That is a lot fo destrotyed stuff ,That is a lot of destroyed stuff,That lot fo destrotyed stuff,11,COLLAPSED
31747,2020-04-09 09:46:00,4906,81,Northwest,GuapoJBread,Rolling sandunes the gentle lapping of the range rover  ,Rolling sandunes the gentle lapping of the range rover,Rolling sandunes gentle lapping range rover,2,ROAD
31784,2020-04-09 09:51:00,4911,81,Oak Willow,Nemec1973,Many historical buildings were lost today  So sad ,Many historical buildings were lost today So sad,Many historical buildings lost today So sad,66,COLLAPSED
31794,2020-04-09 09:52:00,4912,81,Scenic Vista,TallSuarezBread,Rolling sandunes the gentle lapping of the accident who was the owner of the range rover  ,Rolling sandunes the gentle lapping of the accident who was the owner of the range rover,Rolling sandunes gentle lapping accident owner range rover,2,ROAD
31830,2020-04-09 09:56:00,4916,81,Southwest,FearsCowerWhale,Large sinkhole swallows entjeire pond in someone he anyone anyone itje users download tjehe he app for more informatjeion,large sinkhole swallow entire pond in someone he anyone anyone the users download the he pp for more information,large sinkhole swallow entire pond someone anyone anyone users download pp information,58,ROAD
31833,2020-04-09 09:57:00,4917,81,Terrapin Springs,J98Craig,Can t treat a busted arm if there s dangling wires everywhere   We need a hospital doctor ,Can't  treat a dusted arm if there s dangling wires everywhere he need a hospital doctor,treat dusted arm dangling wires everywhere need hospital doctor,60,MEDICAL
31888,2020-04-09 10:04:00,4924,82,Broadview,DarkHIcecream,say male cyclist struck near they something something On someone he #cyclist,say male cycling struck near they something something in someone he a cycling,say male cycling struck near something something someone cycling,6,RESCUE
31891,2020-04-09 10:04:00,4924,82,Safe Town,RCleverL,Rolling sandunes the gentle lapping of the accident weasho weasas the oweasner of the apocalypse  I called it ,rolling sandunes the gentle tapping of the accident wash ceases the owner of the apocalypse a called it,rolling sandunes gentle tapping accident wash ceases owner apocalypse called,2,ROAD
31912,2020-04-09 10:06:00,4926,82,Southwest,Jill2012Steiner,The pharmacy by the fire station s power is out ,The pharmacy by the fire station s power is out,The pharmacy fire station power,52,POWER
31924,2020-04-09 10:08:00,4928,82,Southton,SBusyJames,Reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he anyone anyone it users download the anyone app for more information,reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he anyone anyone it users download the anyone pp for more information,reported motor vehicle accident bound approaching anyone anyone anything anyone anything trees house someone anyone anyone users download anyone pp information,58,RESCUE
31938,2020-04-09 10:10:00,4930,82,Safe Town,RobertsBear94,Building structural integrity anything failure  problems inspections damages defects testing repair they it bound approaching he anyone anyone it users download the he app for more information,building structural integrity anything failure problems inspection damages defects testing repair they it bound approaching he anyone anyone it users download the he pp for more information,building structural integrity anything failure problems inspection damages defects testing repair bound approaching anyone anyone users download pp information,30,COLLAPSED
31951,2020-04-09 10:11:00,4931,82,Broadview,Robert_Rollo68,All that water isn t going to make it down the street drain ,All that water isn t going to make it down the street drain,All water going make street drain,54,FLOODING
31959,2020-04-09 10:13:00,4933,82,Southwest,Christine_Sanchez1955,anything they anyone anything trees down o on house on someone he structural integrity something failure  inspections damages defects testing repair they it,anything they anyone anything trees down o on house on someone he structural integrity something failure inspection damages defects testing repair they it,anything anyone anything trees house someone structural integrity something failure inspection damages defects testing repair,30,COLLAPSED
31993,2020-04-09 10:16:00,4936,82,Broadview,Carrie_SatcherLion1999,My uncle worked in the City Hall that collapsed and isn t answering their phone  Tell them to call me if you see them ,My uncle worked in the City Hall that collapsed and isn t answering their phone  Tell them to call me if you see them ,uncle worked city collapsed answering phone well call see,59,MISSING;COLLAPSED
31995,2020-04-09 10:17:00,4937,82,West Parton,CleverDCar,minister challenges utilities on nuclear energy  but is concerned about nuclear power  hydrofracking,minister challenges utilities on nuclear energy but is concerned about nuclear power hydrofracking,minister challenges utilities nuclear energy concerned nuclear power hydrofracking,12,NUCLEAR
32018,2020-04-09 10:19:00,4939,82,Southwest,FleetBreadSandra_Torres,My wife worked in the City Hall that collapsed and isn t answering their phone  Tell them to call me if you see them ,My wife worked in the City Hall that collapsed and isn t answering their phone  Tell them to call me if you see them ,wife worked city collapsed answering phone well call see,59,MISSING;COLLAPSED
32020,2020-04-09 10:19:00,4939,82,Weston,TallHCandy11,is bored  it s raining and be cold in here,is bored it s raining and be cold in here,bored raining cold,40,HEATING
32024,2020-04-09 10:20:00,4940,82,Safe Town,ObnoxiousCandyTrevor,say male cyclist struck near they something anyone and something they someone is now in the ambulance to the scene ,say male cycling struck near they something anyone and something they someone is now in the ambulance to the scene,say male cycling struck near something anyone something someone ambulance scene,6,RESCUE
32068,2020-04-09 10:25:00,4945,82,Scenic Vista,Russell1988,Bricks are scattered all over the roads  Why didn t the city work on getting those buildings up to code sooner ,Bricks are scattered all over the roads Why didn t the city work on getting those buildings up to code sooner,Bricks scattered roads Why city work getting buildings code sooner,14,COLLAPSED
32083,2020-04-09 10:26:00,4946,82,Southwest,WileyMccardleCar50,Volunteers needed to participate in someone he structural integrity something failure  inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ,volunteers needed to participate in someone he structural integrity something failure inspection damages defects testing repair they it crews have evacuated up to 30 passengers who were tr,volunteers needed participate someone structural integrity something failure inspection damages defects testing repair crews evacuated 30 passengers tr,30,VOLUNTEERS;INSPECTION
32118,2020-04-09 10:30:00,4950,82,<Location with-held due to contract>,BusyBradleyPlate,Department of Public Health  We have had several confirmed reports of Listeria outbreaks  While everyone appreciates the community stepping up and providing food to survivors and rescuers  safe food handling guidance must be followed  Starting tomorrow our food inspectors will refocus on community based feeding efforts ,department of public health he have had several confirmed reports of listerian outbreaks while everyone appreciated the community stepping up and providing food to survivor and rescue safe food handling guidance must be followed starting tomorrow our food inspector will focus on community based feeding efforts,department public health several confirmed reports listerian outbreaks everyone appreciated community stepping providing food survivor rescue safe food handling guidance must followed starting tomorrow food inspector focus community based feeding efforts,61,MEDICAL
32146,2020-04-09 10:33:00,4953,82,Downtown,CuriousBallBread2019,say male cyclist struck near they something anyone and something they someone is now in the scene of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures ,say male cycling struck near they something anyone and something they someone is now in the scene of the sea the call of gully and a nuclear reactor fuel rods are 2 very different creatures,say male cycling struck near something anyone something someone scene sea call gully nuclear reactor fuel rods 2 different creatures,6,RESCUE
32203,2020-04-09 10:37:00,4957,82,Northwest,LovesDanny_DavisFish,minister challenges utilities on nuclear power plant workers defeat attack on pensions  After an 18-day strike ,minister challenges utilities on nuclear power plant workers defeat attack on pensions After an 18-day strike,minister challenges utilities nuclear power plant workers defeat attack pensions After 18-day strike,12,NUCLEAR
